order_id,shop_id,user_id,order_amount,total_items,payment_method,created_at,unit_price
149,71,985,164.0,1,credit_card,2017-03-04 17:21:03,164.0
150,100,847,222.0,2,debit,2017-03-12 21:36:22,111.0
151,47,718,435.0,3,credit_card,2017-03-06 05:24:17,145.0
152,16,755,156.0,1,credit_card,2017-03-03 23:20:40,156.0
153,33,808,173.0,1,cash,2017-03-13 22:14:51,173.0
154,64,942,266.0,2,cash,2017-03-21 07:05:26,133.0
155,33,872,173.0,1,debit,2017-03-29 14:56:49,173.0
156,9,986,118.0,1,cash,2017-03-13 11:07:35,118.0
157,84,734,306.0,2,credit_card,2017-03-04 08:05:10,153.0
158,88,906,352.0,2,credit_card,2017-03-24 05:44:31,176.0
159,92,795,90.0,1,credit_card,2017-03-29 03:07:12,90.0
160,73,725,330.0,2,debit,2017-03-22 18:08:23,165.0
161,78,990,153.0,1,credit_card,2017-03-12 05:56:57,153.0
162,3,877,296.0,2,debit,2017-03-20 17:07:53,148.0
163,93,913,228.0,2,cash,2017-03-26 23:54:23,114.0
164,63,915,272.0,2,debit,2017-03-01 06:07:29,136.0
165,29,941,489.0,3,cash,2017-03-09 16:26:15,163.0
166,44,921,144.0,1,credit_card,2017-03-26 23:17:06,144.0
167,14,754,464.0,4,debit,2017-03-07 19:47:43,116.0
168,56,913,468.0,4,credit_card,2017-03-11 19:37:56,117.0
169,48,797,351.0,3,credit_card,2017-03-08 06:12:47,117.0
170,5,970,284.0,2,debit,2017-03-24 00:33:57,142.0
171,91,828,480.0,3,credit_card,2017-03-28 08:18:44,160.0
172,57,724,147.0,1,debit,2017-03-17 07:08:48,147.0
173,55,778,342.0,2,cash,2017-03-02 23:54:12,171.0
174,7,956,224.0,2,debit,2017-03-04 11:33:40,112.0
175,49,918,387.0,3,debit,2017-03-13 15:25:20,129.0
176,50,792,193.0,1,credit_card,2017-03-20 13:51:00,193.0
177,97,718,648.0,4,cash,2017-03-16 06:33:41,162.0
178,57,849,441.0,3,cash,2017-03-20 05:20:20,147.0
179,30,849,153.0,1,debit,2017-03-25 04:09:10,153.0
180,37,897,142.0,1,debit,2017-03-02 22:40:59,142.0
181,12,871,201.0,1,cash,2017-03-02 04:37:41,201.0
182,20,823,127.0,1,cash,2017-03-03 16:29:13,127.0
183,86,901,260.0,2,credit_card,2017-03-16 17:47:44,130.0
184,26,920,176.0,1,cash,2017-03-08 00:38:26,176.0
185,34,944,488.0,4,debit,2017-03-24 05:49:03,122.0
186,71,888,328.0,2,debit,2017-03-30 05:46:50,164.0
187,93,749,228.0,2,credit_card,2017-03-06 03:43:29,114.0
188,41,980,118.0,1,cash,2017-03-02 03:13:14,118.0
189,17,734,176.0,1,cash,2017-03-11 10:36:23,176.0
190,43,928,362.0,2,debit,2017-03-30 07:00:14,181.0
191,7,805,112.0,1,credit_card,2017-03-22 05:28:42,112.0
192,26,922,352.0,2,cash,2017-03-17 17:51:54,176.0
193,28,879,328.0,2,credit_card,2017-03-15 14:35:28,164.0
194,15,942,153.0,1,cash,2017-03-13 14:19:30,153.0
195,63,946,408.0,3,cash,2017-03-12 00:07:20,136.0
196,37,745,426.0,3,credit_card,2017-03-01 03:00:39,142.0
197,85,809,516.0,3,debit,2017-03-21 10:58:20,172.0
198,19,960,326.0,2,debit,2017-03-05 20:01:49,163.0
199,27,976,338.0,2,credit_card,2017-03-24 16:25:16,169.0
200,56,961,117.0,1,cash,2017-03-08 22:18:19,117.0
201,29,929,163.0,1,credit_card,2017-03-15 11:12:34,163.0
202,31,967,258.0,2,credit_card,2017-03-04 20:47:48,129.0
203,67,768,393.0,3,cash,2017-03-28 07:25:17,131.0
204,36,785,260.0,2,credit_card,2017-03-22 19:20:31,130.0
205,39,987,268.0,2,cash,2017-03-19 05:09:03,134.0
206,89,747,588.0,3,debit,2017-03-04 04:01:38,196.0
207,16,746,156.0,1,cash,2017-03-09 21:53:32,156.0
208,88,999,176.0,1,debit,2017-03-08 11:30:01,176.0
209,88,771,176.0,1,cash,2017-03-10 05:17:13,176.0
210,37,727,284.0,2,debit,2017-03-20 11:06:15,142.0
211,13,701,160.0,1,credit_card,2017-03-04 08:20:57,160.0
212,22,712,292.0,2,credit_card,2017-03-30 09:40:40,146.0
213,88,787,352.0,2,credit_card,2017-03-13 17:28:23,176.0
214,26,980,352.0,2,cash,2017-03-10 13:59:42,176.0
215,54,742,399.0,3,credit_card,2017-03-27 03:28:24,133.0
216,41,793,236.0,2,cash,2017-03-17 01:55:17,118.0
217,32,862,202.0,2,debit,2017-03-09 16:46:07,101.0
218,15,960,306.0,2,credit_card,2017-03-27 10:44:22,153.0
219,75,978,256.0,2,cash,2017-03-04 07:50:33,128.0
220,23,884,780.0,5,credit_card,2017-03-03 20:11:05,156.0
221,21,994,142.0,1,cash,2017-03-03 04:18:29,142.0
222,57,753,147.0,1,debit,2017-03-23 07:14:27,147.0
223,96,829,765.0,5,debit,2017-03-13 15:16:25,153.0
224,68,767,272.0,2,credit_card,2017-03-07 09:58:58,136.0
225,29,927,163.0,1,debit,2017-03-02 21:18:16,163.0
226,98,734,133.0,1,cash,2017-03-08 21:43:51,133.0
227,58,928,138.0,1,cash,2017-03-18 12:59:14,138.0
228,73,917,330.0,2,debit,2017-03-19 22:59:03,165.0
229,92,757,90.0,1,debit,2017-03-13 23:57:51,90.0
230,79,772,362.0,2,cash,2017-03-28 07:21:29,181.0
231,68,865,272.0,2,cash,2017-03-04 19:40:15,136.0
232,27,730,338.0,2,cash,2017-03-03 05:49:46,169.0
233,6,865,374.0,2,cash,2017-03-08 04:40:15,187.0
234,95,761,336.0,2,credit_card,2017-03-29 01:14:07,168.0
235,29,719,326.0,2,cash,2017-03-22 21:56:31,163.0
236,60,938,531.0,3,debit,2017-03-29 13:49:35,177.0
237,92,837,180.0,2,credit_card,2017-03-18 20:51:12,90.0
238,99,835,585.0,3,debit,2017-03-03 17:45:35,195.0
239,2,932,188.0,2,debit,2017-03-17 00:45:53,94.0
240,68,967,136.0,1,cash,2017-03-09 13:15:18,136.0
241,88,876,176.0,1,credit_card,2017-03-08 18:10:27,176.0
242,34,953,244.0,2,debit,2017-03-01 12:27:25,122.0
243,38,881,570.0,3,credit_card,2017-03-13 19:44:13,190.0
244,93,861,114.0,1,credit_card,2017-03-03 05:19:17,114.0
245,32,928,202.0,2,cash,2017-03-30 09:30:28,101.0
246,92,890,360.0,4,cash,2017-03-18 17:42:29,90.0
247,62,786,160.0,1,cash,2017-03-12 23:19:34,160.0
248,26,854,176.0,1,debit,2017-03-21 19:08:07,176.0
249,33,728,173.0,1,cash,2017-03-29 22:04:06,173.0
250,77,732,156.0,1,debit,2017-03-20 04:20:22,156.0
251,96,932,306.0,2,credit_card,2017-03-14 05:28:21,153.0
252,75,892,256.0,2,debit,2017-03-24 23:34:15,128.0
253,76,746,310.0,2,cash,2017-03-06 15:21:58,155.0
254,100,753,222.0,2,debit,2017-03-04 11:23:18,111.0
255,18,843,156.0,1,credit_card,2017-03-21 00:14:41,156.0
256,6,794,187.0,1,cash,2017-03-18 19:59:35,187.0
257,79,844,362.0,2,credit_card,2017-03-07 20:21:57,181.0
258,6,842,374.0,2,credit_card,2017-03-18 10:12:44,187.0
259,75,760,512.0,4,cash,2017-03-18 08:19:53,128.0
260,99,963,780.0,4,credit_card,2017-03-25 11:41:01,195.0
261,52,830,146.0,1,credit_card,2017-03-13 18:19:48,146.0
262,17,775,176.0,1,credit_card,2017-03-24 14:06:06,176.0
263,9,871,236.0,2,debit,2017-03-17 00:50:38,118.0
264,97,827,324.0,2,debit,2017-03-03 01:06:02,162.0
265,16,950,780.0,5,credit_card,2017-03-24 07:32:42,156.0
266,69,871,262.0,2,debit,2017-03-20 16:59:09,131.0
267,12,879,201.0,1,cash,2017-03-14 12:22:31,201.0
268,73,790,330.0,2,credit_card,2017-03-19 19:03:45,165.0
269,56,733,234.0,2,credit_card,2017-03-07 03:50:19,117.0
270,6,986,187.0,1,credit_card,2017-03-18 20:16:39,187.0
271,33,926,173.0,1,debit,2017-03-17 09:08:57,173.0
272,12,727,402.0,2,credit_card,2017-03-24 22:40:18,201.0
273,32,839,202.0,2,debit,2017-03-14 05:00:11,101.0
274,34,803,122.0,1,cash,2017-03-03 09:05:17,122.0
275,5,967,426.0,3,cash,2017-03-03 07:38:56,142.0
276,55,989,171.0,1,credit_card,2017-03-25 15:16:11,171.0
277,49,777,129.0,1,cash,2017-03-30 21:49:13,129.0
278,51,954,374.0,2,credit_card,2017-03-17 04:59:56,187.0
279,54,763,266.0,2,cash,2017-03-29 05:18:09,133.0
280,4,869,128.0,1,credit_card,2017-03-05 08:27:05,128.0
281,90,807,534.0,3,debit,2017-03-27 23:41:40,178.0
282,6,836,561.0,3,debit,2017-03-14 02:26:26,187.0
283,71,700,492.0,3,cash,2017-03-26 04:43:59,164.0
284,9,772,354.0,3,debit,2017-03-04 13:49:42,118.0
285,64,711,399.0,3,debit,2017-03-11 20:07:53,133.0
286,77,742,156.0,1,cash,2017-03-14 02:40:32,156.0
287,58,860,414.0,3,debit,2017-03-15 21:12:11,138.0
288,54,945,266.0,2,credit_card,2017-03-23 17:42:29,133.0
289,47,806,290.0,2,debit,2017-03-24 17:51:51,145.0
290,50,803,386.0,2,debit,2017-03-30 05:45:50,193.0
291,33,858,346.0,2,credit_card,2017-03-12 08:03:00,173.0
292,5,890,142.0,1,credit_card,2017-03-29 21:22:43,142.0
293,19,936,326.0,2,cash,2017-03-21 03:53:42,163.0
294,51,918,561.0,3,cash,2017-03-14 13:22:21,187.0
295,11,738,184.0,1,cash,2017-03-06 10:03:26,184.0
296,38,835,190.0,1,debit,2017-03-21 06:36:35,190.0
297,79,791,181.0,1,credit_card,2017-03-22 17:03:10,181.0
298,70,818,346.0,2,debit,2017-03-04 17:30:09,173.0
299,53,928,112.0,1,credit_card,2017-03-12 19:19:39,112.0
300,29,964,489.0,3,debit,2017-03-11 04:36:55,163.0
301,70,882,173.0,1,credit_card,2017-03-17 02:51:21,173.0
302,69,854,131.0,1,debit,2017-03-19 18:35:02,131.0
303,25,815,390.0,3,cash,2017-03-09 22:00:06,130.0
304,15,952,153.0,1,cash,2017-03-10 17:49:43,153.0
305,94,916,268.0,2,cash,2017-03-29 22:46:44,134.0
306,25,701,390.0,3,cash,2017-03-24 19:36:35,130.0
307,34,924,122.0,1,debit,2017-03-02 17:32:04,122.0
308,60,992,354.0,2,cash,2017-03-12 19:44:08,177.0
309,42,770,352.0,1,credit_card,2017-03-11 18:14:39,352.0
310,5,704,284.0,2,credit_card,2017-03-20 07:50:21,142.0
311,79,720,181.0,1,debit,2017-03-16 03:29:54,181.0
312,76,836,310.0,2,debit,2017-03-22 09:16:39,155.0
313,96,718,459.0,3,cash,2017-03-10 20:06:40,153.0
314,24,938,420.0,3,credit_card,2017-03-14 07:24:49,140.0
315,6,712,374.0,2,credit_card,2017-03-25 11:59:11,187.0
316,2,865,282.0,3,debit,2017-03-17 00:21:31,94.0
317,11,880,368.0,2,credit_card,2017-03-21 14:56:08,184.0
318,52,848,292.0,2,cash,2017-03-30 23:41:34,146.0
319,83,951,258.0,2,debit,2017-03-04 05:10:36,129.0
320,23,840,156.0,1,cash,2017-03-04 03:55:53,156.0
321,36,888,260.0,2,debit,2017-03-15 22:33:37,130.0
322,10,877,296.0,2,credit_card,2017-03-12 07:12:13,148.0
323,92,783,90.0,1,debit,2017-03-08 03:49:15,90.0
324,75,893,128.0,1,credit_card,2017-03-05 00:04:44,128.0
325,79,887,181.0,1,debit,2017-03-19 10:55:31,181.0
326,14,779,232.0,2,credit_card,2017-03-15 07:05:02,116.0
327,12,920,201.0,1,debit,2017-03-26 19:24:23,201.0
328,75,832,128.0,1,credit_card,2017-03-16 12:54:01,128.0
329,83,946,258.0,2,credit_card,2017-03-26 06:35:38,129.0
330,36,763,260.0,2,credit_card,2017-03-21 19:32:15,130.0
331,80,990,290.0,2,cash,2017-03-18 22:26:16,145.0
332,40,776,322.0,2,cash,2017-03-12 15:02:27,161.0
333,57,794,441.0,3,credit_card,2017-03-22 00:43:47,147.0
334,68,968,272.0,2,debit,2017-03-02 15:39:13,136.0
335,44,829,432.0,3,debit,2017-03-23 21:27:09,144.0
336,92,853,180.0,2,cash,2017-03-27 12:53:28,90.0
337,18,969,468.0,3,debit,2017-03-26 00:49:22,156.0
338,91,811,640.0,4,credit_card,2017-03-10 13:14:04,160.0
339,52,892,146.0,1,debit,2017-03-17 05:02:05,146.0
340,35,893,656.0,4,cash,2017-03-15 11:25:10,164.0
341,7,826,336.0,3,debit,2017-03-17 15:13:46,112.0
342,54,735,399.0,3,credit_card,2017-03-17 22:49:05,133.0
343,98,999,266.0,2,cash,2017-03-23 03:32:01,133.0
344,63,743,136.0,1,credit_card,2017-03-07 01:45:34,136.0
345,84,726,459.0,3,credit_card,2017-03-03 12:54:13,153.0
346,72,818,160.0,1,debit,2017-03-05 12:53:41,160.0
347,40,758,161.0,1,credit_card,2017-03-05 02:54:54,161.0
348,1,907,158.0,1,credit_card,2017-03-03 06:59:35,158.0
349,31,759,387.0,3,debit,2017-03-24 02:21:56,129.0
350,80,864,145.0,1,debit,2017-03-25 23:51:14,145.0
351,98,958,133.0,1,cash,2017-03-04 05:55:05,133.0
352,34,956,244.0,2,debit,2017-03-01 10:21:45,122.0
353,95,718,336.0,2,debit,2017-03-14 18:44:56,168.0
354,31,923,258.0,2,debit,2017-03-14 05:30:36,129.0
355,3,797,148.0,1,cash,2017-03-10 18:58:24,148.0
356,54,804,266.0,2,cash,2017-03-19 15:41:36,133.0
357,14,806,232.0,2,credit_card,2017-03-28 15:04:27,116.0
358,33,790,519.0,3,credit_card,2017-03-11 17:23:36,173.0
359,14,852,232.0,2,debit,2017-03-17 13:35:25,116.0
360,5,886,284.0,2,credit_card,2017-03-14 06:28:51,142.0
361,80,963,435.0,3,debit,2017-03-11 08:31:02,145.0
362,90,933,534.0,3,cash,2017-03-16 07:20:49,178.0
363,53,972,224.0,2,debit,2017-03-14 20:57:12,112.0
364,58,889,414.0,3,debit,2017-03-04 18:43:38,138.0
365,100,784,111.0,1,debit,2017-03-02 03:36:38,111.0
366,11,974,368.0,2,credit_card,2017-03-08 00:59:28,184.0
367,98,803,399.0,3,cash,2017-03-26 10:40:53,133.0
368,20,917,381.0,3,credit_card,2017-03-06 17:28:11,127.0
369,92,906,180.0,2,cash,2017-03-05 00:22:59,90.0
370,28,901,164.0,1,credit_card,2017-03-25 04:37:42,164.0
371,22,736,292.0,2,credit_card,2017-03-18 10:01:00,146.0
372,37,986,426.0,3,credit_card,2017-03-05 08:46:10,142.0
373,98,807,133.0,1,credit_card,2017-03-21 06:33:57,133.0
374,72,713,480.0,3,debit,2017-03-18 16:44:36,160.0
375,1,948,632.0,4,cash,2017-03-10 13:40:25,158.0
376,35,752,328.0,2,credit_card,2017-03-28 19:46:04,164.0
377,40,986,322.0,2,credit_card,2017-03-02 12:05:17,161.0
378,10,794,148.0,1,cash,2017-03-26 14:07:21,148.0
379,35,848,328.0,2,debit,2017-03-03 20:59:29,164.0
380,57,920,147.0,1,credit_card,2017-03-03 00:44:47,147.0
381,15,749,153.0,1,credit_card,2017-03-09 08:30:06,153.0
382,35,828,164.0,1,cash,2017-03-10 13:56:13,164.0
383,80,867,435.0,3,credit_card,2017-03-30 17:30:16,145.0
384,30,858,459.0,3,cash,2017-03-18 14:01:27,153.0
385,11,868,368.0,2,debit,2017-03-08 04:27:53,184.0
386,68,900,272.0,2,debit,2017-03-08 23:01:59,136.0
387,30,768,153.0,1,cash,2017-03-13 13:42:26,153.0
388,35,891,164.0,1,debit,2017-03-03 00:43:34,164.0
389,1,713,316.0,2,cash,2017-03-12 22:22:49,158.0
390,23,929,468.0,3,credit_card,2017-03-12 17:23:50,156.0
391,7,718,336.0,3,credit_card,2017-03-20 17:25:11,112.0
392,84,862,459.0,3,credit_card,2017-03-20 16:41:40,153.0
393,63,936,272.0,2,credit_card,2017-03-01 20:51:04,136.0
394,69,736,131.0,1,cash,2017-03-19 20:59:39,131.0
395,46,804,166.0,1,credit_card,2017-03-28 17:53:05,166.0
396,43,989,362.0,2,debit,2017-03-21 23:17:39,181.0
397,7,949,224.0,2,debit,2017-03-29 04:46:44,112.0
398,52,786,292.0,2,credit_card,2017-03-09 11:35:20,146.0
399,22,749,438.0,3,cash,2017-03-13 14:53:54,146.0
400,73,894,495.0,3,credit_card,2017-03-06 01:57:33,165.0
401,35,704,328.0,2,cash,2017-03-07 07:57:33,164.0
402,79,771,543.0,3,debit,2017-03-12 03:45:43,181.0
403,59,753,178.0,1,credit_card,2017-03-13 04:30:22,178.0
404,43,951,543.0,3,credit_card,2017-03-01 23:52:31,181.0
405,11,850,368.0,2,credit_card,2017-03-18 00:20:52,184.0
406,37,791,142.0,1,debit,2017-03-25 16:21:30,142.0
407,29,976,163.0,1,cash,2017-03-08 21:31:26,163.0
408,48,954,351.0,3,debit,2017-03-09 01:22:58,117.0
409,55,991,171.0,1,credit_card,2017-03-09 12:51:02,171.0
410,42,904,704.0,2,credit_card,2017-03-04 14:32:58,352.0
411,32,785,202.0,2,cash,2017-03-21 07:11:46,101.0
412,15,927,153.0,1,credit_card,2017-03-11 22:15:52,153.0
413,38,867,190.0,1,debit,2017-03-05 00:39:31,190.0
414,94,934,402.0,3,debit,2017-03-13 17:36:39,134.0
415,98,859,266.0,2,credit_card,2017-03-28 14:01:35,133.0
416,40,879,161.0,1,cash,2017-03-12 06:38:36,161.0
417,71,991,492.0,3,debit,2017-03-11 15:27:52,164.0
418,64,723,266.0,2,cash,2017-03-03 16:44:40,133.0
419,77,838,312.0,2,debit,2017-03-05 14:02:16,156.0
420,84,873,153.0,1,credit_card,2017-03-05 01:28:53,153.0
421,8,914,132.0,1,debit,2017-03-27 09:49:10,132.0
422,97,886,486.0,3,debit,2017-03-14 03:58:31,162.0
423,59,864,356.0,2,debit,2017-03-18 20:23:11,178.0
424,46,748,332.0,2,debit,2017-03-12 06:36:19,166.0
425,79,932,543.0,3,debit,2017-03-09 12:04:47,181.0
